name,line
Peter," Oh, Lois and the kids should be in here to see this."
Brian, Yes. It's going very well.
Meg," Mom, what do you do when you like a boy but he doesn't even notice you?"
Chris, Meg loves Kevin.
Meg," Shut up, you big sack of dog vomit!"
Lois," Meg, you're a sweet, lovely girl. He'll come around."
Meg, Such a mom answer.
Lois," Well, have you tried showing off the goods? How's that for a mom answer?"
Meg, Creepy.
Lois," Oh, I saw some cute dresses down the street. If nothing else, it'll make you feel better. Come on, you guys."
Brian," Well, if you want to be a hero, now might be a good time."
Peter," Jeez, Brian, this isn't what I was expecting. I thought being a hero would be all fun and games."
Peter," Sorry, Wonder Woman, I got three kings. Now let's see your pair."
Peter," Haha, all right. Hey, Robin, what are you looking at me for? Look at her."
Peter," Don't worry, Brian. I got a plan."
Brian," Oh, good. I was afraid you were just gonna improvise."
Peter," Oh. Well, actually, I was gonna use the little girl as a human shield and run like hell. But improvise, that'll be easier on my back."
Peter," Okay, in this improv, Tammy and the short robber are husband and wife. Okay. And where are we?"
Old woman," Guadalajara, Mexico!"
Peter," Okay, okay. I heard pet store. And I'm the gruff but lovable owner. All right. Begin. Hello, married couple. I see you found a puppy."
Peter," Well, before you take Sparky home, let me check him for worms. Okay, drop it! All right, you guys. Let's get out of here."
Cop," All right, stand back!"
Peter," Whoa, whoa. Hang on, hang on. Sorry, no one can leave. Listen, the whole reason I saved you guys today was so I could be a hero. See, this wheelchair guy moved in next door and he can do all these great things and, well..."
Girl, Your family idolizes the lousy cripple and not you?
Peter, That's right! How'd you know?
Old woman, We've all been there.
Chris, Cool! The bank is getting jacked!
Lois," Officer, my husband's in there! Can you tell me if he's okay?"
Lois," He's wearing a white, collared shirt, kind of big, with glasses."
Lois," Oh, thank God."
Lois, No!
Peter," Hey, there's my family."
Peter," But...but, I was gonna be a hero."
Bonnie," Joe, it's Peter! He's in trouble!"
Tom Tucker, A failed robbery at Quahog Bank and Trust has led to a terrifying hostage situation. [pause] That's right. A hostage situation.
Joe, I gotta go.
Bonnie, I know.
Peter," Uh, excuse me. Shouldn't that be ""whom""?"
Peter, Crap!
Joe, This is Police Lieutenant Joe Swanson. I know we can work this out together.
Peter," Aw, jeez, not him again. I hope this place isn't wheelchair accessible."
Lois," Bonnie, it's Peter."
Bonnie, Don't worry. Joe's an excellent negotiator. I was a virgin when we met. It took him three hours.
Meg, I can't believe my dad is in there. [pause] This'll probably scar me for the rest of my life. [pause] I got a new dress.
Meg, So do you like music?
Kevin," Oh, yeah! I played guitar in a band before we moved. But it interfered with my studies. What do you listen to?"
Meg, You first.
Kevin," I'm into Garbage, Phish, Blur. My parents don't like me listening to that stuff. But I do anyway, because I am not a robot!!! I also like Radiohead."
Joe," And even though society has turned its back on you, I promise you there are people who care. And you know what? I'm one of them."
Peter," Oh, come on, guys. Don't let him sweet talk you like that. Wait, wait, wait. You can't leave now. I'm supposed to be the hero here. Wait! Can you let me pistol-whip you a couple times for the camera? Dang, stupid robbers"
Stewie," Aha! Excellent! They detached the human component from the machine. Machine, I am your new master and I order you to go! Engage! Blast! Must be some kind of proprietary command system. Now on the Russian MiG, it's next to the altimeter."
Lois, There you are. I can't turn my back on you for a second.
Stewie," Augh! One day I shall unlock the secret of that device. And when I do, Mother, victory shall be..."
Lois," Peter, you had us so worried. What on earth were you trying to prove?"
Peter, I'm sorry. Joe is a great guy. I guess I was just tired of him being your hero.
Lois," Peter, Joe is a hero, but he's not our hero. You are."
Peter, Really?
Lois," Yeah. You're always right there on the couch for us, making us laugh when we're upset. Changing the channel when something boring comes on. Eating the last slice of pizza so the rest of us don't fight over it."
Meg," Yeah, Daddy. And if you hadn't pulled this stunt I never would have learned how to manipulate Kevin."
Chris," And when the kids at school see us on TV, they'll think you're a total psycho. And I can say, ""That psycho is my dad!"""
Michelle Kwan," And I would never have won the silver in Nagano, if you hadn't driven me to the ice rink every morning at 6:00 a.m."
Peter, I guess being a hero isn't always about saving lives and catching bad guys. It's also about just being there for the people you love.
Old Woman, Help! Someone just stole my purse!
Peter, Who cares? I don't even know you.
Theme Song Lois," That's funny. I don't remember buying Stewie these toys. Oh, my God! It all makes sense now. My baby is some kind of diabolical genius bent on world domination! Stewie: [slow clapping] Bravo, Lois. The last horse finally crosses the finish line. Lois: Stewie! All these months I should've been paying attention to what you've been saying. You're an evil child. Why? Why did I have to go and smoke pot when I was pregnant with you? Stewie: Cheer up, Mother. You should be proud. You've given birth to the future emperor of the world. Pity you won't be around to enjoy it. Cheerio! Lois: [Screams] Peter: Lois. Lois! What's the matter? Lois: I just had the strangest dream. Something about Stewie and Cheerios. It's gone. Peter: Well, come on, get up. It's opening day for the Sox. Hey, Chris, Meg, we're going to Fenway! Lois: Peter, you can't pull the kids out of school for a baseball game. Peter: Aw, there's nothing these kids learn in school they can't learn on the street. Gang Member: It's 3:00. Where the hell is Louie? Gang Member 2: Well, you tell me. Louie left his house at 2:15 and has to travel a distance of 6.2 miles at a rate of 5 miles per hour. What time will Louie arrive? Gang Member: Depends if he stops to see his ho. Gang Member 2: That's what we call a variable! Chris: Look what I made for the game. [holds up sign reading John 3:16] Meg: What does that mean, anyway? Brian: <reading from Bible> ""And the Lord said, 'Go, Sox.""' Meg: Dad, don't you have to work today? Peter: It's nothing a little phone call can't take care of. Mr. Weed: Hello? Peter: Mr. Weed? I can't come to work today. I was in a terrible plane crash. My entire family was killed, and I am a vegetable. I'll see you tomorrow. <hangs up> Huh? Huh? Brian: Oh, please, Peter. Your excuses are lamer than FDR's legs. All: [Gasping] Brian: Too soon? Mom: Here it comes, Jeremy! Jeremy: I got it! I got it! Peter: Yes! Yeah! All right! I'm the man! Yeah! Hold on to this, Stewie. It'll be a souvenir of your first major-league game with your dad. Stewie: My God. I shall cherish this forever. I say, Opie, I'll trade you this baseball for your souvenir bat. Boy: Sure! Stewie: What did you learn? Peter: This is great. We haven't done anything together like this since we saw Mike Tyson get beat. [cut to National Spelling Bee] Moderator: The word, again, is ""onomatopoeia."" Mike Tyson: Uh...""C."" Moderator: I'm sorry. That's incorrect. Mike Tyson: Oh, dang! Lois: I'm so glad you talked us all into playing hooky. Peter: Me, too. Hey, maybe we can get on TV if we take our shirts off and run onto the field. Lois: Peter, I'm not taking my shirt off. Peter: [pulls up Lois' shirt] There. Now they're old news. Lois: Peter! Peter: Go, Sox! [tumbles down steps] [Screaming] Hmmm.[Snorting hot dog] [Snorting mustard] Mr. Weed: Peter? Peter: Oh, uh, hi, Mr. Weed. Mr. Weed: Well, tt seems you've made a full recovery. Peter: Oh, yeah. That plane crash I told you about, it turned out to be gas. Mr. Weed: Aha! Liar! Tomorrow, my office, 9:30. Peter: I'm tired of Mr. Weed treating me like a common doormat. I want him to treat me like one of those deluxe one from Pottery Barn with the fancy straw. Brian: I don't care for Pottery Barn. Peter, if you want Mr. Weed to respect you, you're gonna have to earn it. Peter: Hmm, ""earn it."" [Snorting drink] Mr. Weed: Why have you forsaken me? Peter: Uh, Mr. Weed? I heard you ran into my identical twin brother at the ball game yesterday. And if you don't buy that, I'm sorry I was at the ball game yesterday. Mr. Weed: Peter, I just received terrible news. This company has been taken over by a conglomerate. After 23 years of faithful service, I've been terminated! Peter: Wow, the business world sure is funny. [cut to ""Dilbert""] Wally: Hey, Dilbert, what do you call it when a guy in middle management moves all the way to upper management? Dilbert: I don't know. What do you call it? Wally: A promotion. Dilbert: Oh, thanks. Here's a memo. Peter: Well ometimes the business world's funny. Executive: And so, on behalf of the El Dorado Cigarette Company I'd like to welcome you to our family. I think you'll be very happy with the changes we've made. Peter: Aw, this is sweet! Why are you putting a window in the middle of the factory? Construction worker: So Aunt Bee has a place to let her pies cool. Aunt Bee: Hello, boys. Today's pie is cherry. It'll be ready just in time for lunch. Peter: Wow, these guys sure know how to run a company. Executive: Look how happy those morons are. They'll never realize we're using those toys to get children addicted to our company's cigarettes. All: [Laughing maniacally] Executive: [Whistles] Good boy, Connor. Pull. All: [Laughing maniacally] Chris: Can't we eat? I'm so hungry I could ride a horse. I don't get it. Well, I could ride it to the store, I guess. Lois: I told you we're not starting without your father. Dinner just isn't dinner without him. Stewie: Well, perhaps I could help simulate the experience. [throws face into food] [makes ridiculous noises] Peter: Hey, family. Anyone in the mood for lobste-oh, God! One of them has my pupil! [Screaming] Brian: Peter, how the hell can you afford lobster on your salary? Peter: I got a raise. Brian: What? Peter: Yeah. The new owners gave everyone raises. Even Kenneth, the bad-ass mail clerk with the heart of gold. [cut to mail room] Peter: Hi, Kenneth. Hey, did I get any mail? Kenneth: No! But if you come any closer, I'll slice you! Peter: Okay! Okay! Man, what a bad-ass! Man: Yeah? That bad-ass just gave half his paycheck to orphans. Orphans with diseases! [Sentimental instrumental music] Peter: And check out the new toys we're making. Meg: ""Baby Smokes-A-Lot""? Baby Smokes-A-Lot: [smokes][Baby giggling] Tastes like happy. Chris: Cool! That's imitatable! Brian: What the hell? El Dorado Cigarettes? That's who bought your company? Lois: Oh, my God! They're trying to corrupt our children! Brian: Well, what do you expect? Those bastards turned a whole generation of Americans into smokers with their damned subliminal advertising. Ma: Timmy, where's Lassie? Timmy: She's out in the orchard, Ma. Peaches are coming in mighty early this year. Jerry: Smoke! Ma: You know what they say, Timmy. ""Early peaches, long summer."" Jerry: Smoke! Lassie: [Barking] Timmy: What's that, Lassie? Jerry: Are you smoking yet? Lois: Peter, if kids see this doll, they're gonna think smoking's okay. You have to talk to your new bosses first thing in the morning. Peter: Don't you worry, Lois. I'll set them straight. Just like I did with Chris. Chris: Dad, what's the blowhole for? Peter: I'll tell you what it's not for, son. And when I do, you'll understand why I can never go back to Sea World. Peter: Gentlemen, we need to talk. My wife says you're trying to get kids to smoke. Executive: That's just not true. Peter: What about this toy? Executive: Peter, it's just a doll with a cigarette. I mean Barbie has a Dream Car, but you don't see every 8-year-old driving. They're just fun toys. Jerry: Smoke! Executive: Not now, Jerry. Trust me, Peter. The last thing we want is to get kids to start smoking. Peter: What about that graph on the wall that says: ""The first thing we want is to get kids to start smoking""? Executive: That? Oh, that's just something my son made me in art class. Peter: Then what about that poster that says: ""The graph was not made in art class. We really do want kids to start smoking""? Executive: Look, we're a caring company. I mean, would you really be the president of a company that didn't care about kids? Peter: No. But I'm not the president. Executive: Yes, you are, if you want to be. Men: [Agreeing] Peter: Oh, wow. Imagine, me, president. [Joyful instrumental music] [Peter struts around the Oval Office] Peter: I'll do it! [Griffins' kitchen] Peter: [sings ""Hail to the Chief"" off-key] Lois: So how did it go? Peter: I'm not finished yet. [more ""Hail to the Chief""] Aren't you gonna ask me how it went? Lois: Yes! Did you talk to the company executives? Peter: [more ""Hail to the Chief""] Lois: Peter, answer me! Peter: Yeah, I did! They made me president. Meg: Of the whole company? Chris: All right, Dad! Peter: You should've seen the way they were treating me. I never got that kind of respect before. [cut to Peter working as a swim coach] Peter: Great workout, Bobby. Boy: Up yours, sack breath! Peter: That's ""Mister Griffin."" Lois: But, Peter, why would they make you president? Peter: Maybe it's because I can recite all 50 states in a quarter of a second. [Yelps] Lois: Peter, that was just a loud yelping noise. Peter: Jeez, Lois, I thought you'd be proud of me. After all these years, the company thinks I'm worth something. Wait till you see all the perks we're gonna get. Meg: Um, hi. Can I help you? Ugly Girl: Some company hired me to stand next to you so you'd look better by comparison. Meg: That's ridiculous. I don't need... Boy: Meg, did you get less ugly? Meg: Yeah! Peter: Surprise! Lois: Everything looks the same. Peter: Oh, it looks the same, but actually El Dorado Cigarettes has coated the entire inside of the house with a microfilm of Teflon, so it's easy to clean. Lois: Oh! Peter: Maybe I shouldn't have had them do the floors. Stewie: I'm ""Nudes on Ice""! Lois: This is so exciting. Your father's first day as president. Peter: Good morning, First Family. Ooh, Lois, what's in this coffee? Lois: Isn't it wonderful? The company sent Martha Stewart to help me with the housework. I take back all the bad things I said about them. The coffee is delicious, Martha. Martha Stewart: A little chicory perks up the taste of roasted coffee beans. It's a good thing. Brian: Well, I think it's a crappy thing! In fact, this is my last cigarette, ever. You make me sick, letting yourselves be bought off with a few lousy perks. Stewie: Oh, I beg to differ. Valet: Oh, you don't need to park here, Mr. Griffin. You have an executive parking space now. Peter: But that looks exactly like my old space. Valet: Yeah, but this one comes with your own company suck-up. Suck-up: Morning, Mr. Griffin. Nice day. Peter: It's a little cloudy. Suck-up: It's absolutely cloudy, one of the worst days I've seen in years. So, good news about the Yankees. Peter: I hate the Yankees. Suck-up: Pack of cheatters, that's what they are. I love your tie. Peter: I hate this tie. Suck-up: It's awful, it's gaudy, it's gotta go. Peter: And I hate myself. Suck-up: I hate you, too. You make me sick, you fat sack of crap. Peter: But I'm the president. Suck-up: The best there is. Peter: But you just said you hated me. Suck-up: But not you, the president, the you who said you hated you who...love, hate, Yankees, clouds...[head explodes] Valet: I'll have that fixed for you tomorrow, sir. Executive: Here's your new digs. Now, get to work, sport. We're counting on you. Peter: Wow. My own office. Well, I guess I'd better get busy. [Pencil sharpening][sighs][sticks finger in pencil sharpener] Ah! [looks furtively around and unzips pants][prolonged screams] [Sinister instrumental music] Executive: Gentlemen, we have a problem. There's an anti-smoking bill before Congress that could put us out of business. Executive 2: Yes. Apparently causing cancer is this year's ""hot button."" Executive: I don't understand it. We've tried everything to get through to these politicians. Harvard lawyers, lobbyists, wisecracking leprechauns. Leprechaun: Excuse me. Do you have a dollar? I'm a little short. [Laughs] Executive 3: Maybe that's the problem. They're all idiots in Washington. Instead of a smart guy, we should send a moron they can relate to. Executives: Yeah. Yeah. Good thought. Executive: But where are we going to find someone within the company who's that stupid? Executive 2: Yeah. And not just stupid. Fat, too. Executives: Yeah, yeah. That's exactly what we need. Executive 3: Hey, wait a second. Didn't we just make a fat, stupid guy president? Executive: You bet we did. Gentlemen, our new tobacco lobbyist is That Guy! [theme from ""That Girl""] Singers: ? Diamonds, daisies, snowflakes, That Guy ? ? Chestnuts, rainbows, springtime is That Guy ? ? He's tinsel on a tree ? ? He's everything that every guy should be ? ? Sable, popcorn, white wine, That Guy ? ? Gingham, bluebirds, Broadway is That Guy ? ? He's mine alone, but luckily for you ? ? if you find a guy to love ? ? only one guy to love then he'll be That Guy, too ? That Guy! Peter: So, uh, what's this big assignment you got for me, Chairman of the Broad? Executive: [Laughs] ""Chairman of the Broad."" When did you become such a stitch? Peter: Don't you remember? You gave me writers. ""Sir, I don't want to say you're rich, but when you walk into a bank, all the tellers go, 'Whoopee!""' That wasn't funny. I thought you guys said you were Jewish. Writer: He's only half-Jewish. Peter: You're fired. Executive: Here's the thing, Griffin. Some troublemakers in Congress are trying to shut us down. We need someone important, like you, to go down to Washington and help those bastards see what kind of fun-Ioving people the tobacco industry's really made of. Peter: Washington? Ah, sweet. I'm your man. But I gotta warn you-I made enemies on the Hill. [Peter at Senate confirmation hearing] Peter: And that's when Clarence Thomas forced me into his chambers and showed me lewd pictures. Senator: Mr. Griffin, we have indisputable evidence that not only have you never been in the same room as Clarence Thomas, you've never been in the same state. How do you respond to that? Peter: Baba Booey! Baba Booey! Howard Stern's penis! Baba Booey! Baba Booey! Baba Booey! Meg: How long will Dad be in Washington? Lois: As long as it takes. He's a very important man now. You know, he's the spokesman for his entire industry. [montage of Peter in cigarette ads] Lois: Thank you, Martha. Brian, could you pass me the TV Guide? Brian: Piss off! Lois: What? Brian: I'm sorry. It just feels like forever since I've had a smoke. I'm just a bit testy. Stop staring at my tail! Peter: Hello, Mr. Harrison? Yeah, I see those government guys you were telling me about. I'll show them a good time and bring them around to our side. Excuse me. Al Gore, George W. Bush? Al Gore: Yes? George W. Bush: Yes? Peter: Ah, great. And what's your friend's name? Al Gore: Dick Armey. Peter: [Laughs] No, seriously. What's his name? Al Gore: Dick Armey. Peter: [Laughs] Al Gore: [Laughs] Oh, I just got it. Peter: Hey, Armey. What's your wife's name? ""Vagina Coast Guard""? Nah, I'm kidding, you guys. Hey, get in the car. We're going to a skin bar. All: Great. Yeah. Sounds good. Senator: Oh, my God! Oh, my God! Oh, my God! Oh, my God! I don't know what happened! Peter: Whoa, it's okay, it's okay, Senator. This girl didn't have a family. It'll be like she never existed. Now grab a hold of yourself. All right. Now, listen. You may have killed her when you shoved those dollar bills down her throat. You may have killed her when you hit her with the stool. I don't know. I'm not a doctor. But I'll tell you what didn't kill her. Smoking! Al Gore: You have our support, Griffin. Lois: Look, kids. Here's your father in People magazine with Jim Carrey. And they're both ""Smokin'!"" I loved that in Mask. ""Smokin'!"" ""Smokin'!"" ""Smokin'!"" Brian: Damn it! Do I have to listen to this drivel 24 hours a day? But I guess anything's better than looking at your smelly face! Meg: Mom! Lois: Honey, your face smells fine. You know he doesn't mean it. It's just the lack of nicotine. Chris: Hey, Mom, the school janitor said that Dad's working for the bad guys. And he said it through a hole in his throat. Lois: Well, That doesn't make him right. Chris: If I had a hole in my throat, I'd put pennies in it! Lois: Listen, your father's doing great work, and life's never been better. Stewie: Yes, I, too, applaud the oaf for finally showing some initiative. God knows he was years overdue. [Stewie lights a cigarette] Lois: [Gasps] Stewie: You know who I saw at the market today? Patty Croft. Oh, and she has gotten fat! Lois: Oh, my God! Stewie, no! Oh, God. What have I done? I knew smoking was bad, but I still sold my soul. And for what? Martha Stewart? Come on, kids. We gotta put a stop to this. Now! Martha Stewart: [Sighs] Finally. [Farting] [Schoolhouse Rock music] Bill: ? They call me Bill, yes, they call me Bill ? ? And I'm standing here on Capitol... ? [screams] Bob Dole Bob Dole's a friend of the tobacco industry. Bob Dole likes your style. Bob Dole. Bob Dole. Bob Dole. Bob Dole. Bob Dole. Bob Dole. Bob Dole. Bob Dole. Bob Dole.... Lois: There you are! Peter, I caught Stewie smoking. That cigarette company is evil. We can't be a part of this anymore. Peter: Lois, this is the best job I ever had! Hey, since I became president, profits have been higher than Alyssa Milano. [Laughs] [cut to Alyssa Milano in live action watching Family Guy] Alyssa Milano: What kind of cheap shot...Joel! Joel: I'm suing. I'm suing. I'm on it. Aide: Mr. Griffin, time for your speech. Lois: But, Peter, what about your son? Peter: So Stewie had a puff. He's old enough to make his own decisions. For God's sakes, Lois, he's 1. Cut the umbilical cord! [Applauding] Peter: Ladies and gentlemen of Congress, I am here today to talk about smoking. Lois: Please, Peter, do the right thing. Peter: I know a lot of you are already on my side. And for you naysayers, I have two strong words for you: come on! Come on! Congressmen: Okay, sure. All right. Done. Peter: Thank you, ladies and... Stewie: [Stewie coughing] Baby needs to suck ash! Baby needs to suck ash! Not ""ass,"" you pervert. Save it for the interns. Peter: Is that a baby? Oh, my God! That's Stewie! Lois was right! Children under 4 shouldn't smoke! Look, I don't care about this stupid job anymore. Cigarettes are bad! Congressman: Mr. Griffin is right! Smoking is a horrible vice! It shortens life expectancy and pollutes our air. And according to recent polls, air is good. Congressman 2: Cigarettes killed my father and raped my mother! [Gasps] Congressman Frank: Gentlemen, I propose we send a message to tobacco companies everywhere by fining the El Dorado Cigarette Company infinity billion dollars! Congressman 3: That's the spirit, Frank! But I think a real number might be more effective. All in favor of fining this evil tobacco giant $100 million, say ""Aye""! Congressmen: Aye! Aye! Executive: But that'll bankrupt us! Peter: Oh, you mean the way you've morally bankrupted America? Congressmen: [Laughing] Peter: Thanks for that zinger, boys. Now, give me a snappy line to go out on. Writer: Actually, our lunch is here. Peter: [Stuttering] Well, that's my mama! [Laughing nervously] [Heroic instrumental music] [cut to the Griffins backstage]"
Chris," Merry Christmas, dude. Don't put it in your nose. It burns like hell."
Cleveland," Merry Christmas, everybody. As president of the Quahog Chamber of Commerce, I'd like to thank the Seniors' Center for decorating our tree."
Senior," Oop, broke my hip!"
Lois," Look, honey. There's the manger for the Christmas pageant. You're gonna make the cutest baby Jesus ever."
Stewie," So, you want to dress me up and trot me about like a circus poodle, hmm? Here, let me consult my agent, Mr. Irving R. Pointy Stick!"
Lois," Oh, Stewie, no sweets before dinner."
Meg," Mom, I'm freezing. Can we go home?"
Lois, In a minute. Would you just look at this beautiful tree? Every year I look up at that star and I think of all of the joy and wonder that Christmas promises. And that miracle that occurred on that silent winter's night.
Peter," Hey, I'm on vacation! Happy birthday, Jesus! ? Seven maids a-milking, six maids a-milking, five maids a-milk... ?"
Lois," Brian, you're not wearing the sweater I made you."
Brian," Uh, well, it's a little warm in here, you know?"
Lois," ""Don we now our gay apparel"""
Brian, Doesn't get much gayer than this.
Lois," Peter, tomorrow's Christmas Eve and you still haven't gotten us a tree."
Peter," Lois, I told you I'm on dipsaluscious vacation. What part of that don't you understand?"
Lois," Come on, honey. It's the only thing I've asked you to do. Please?"
Peter," Brian, tape this for me."
Brian, Sorry. The VCR hasn't worked since you tried to tape Monday Night Football.
FBI Agent, Do you have the express written consent of ABC Sports and the National Football League?
Peter, Just ABC.
Lois," Well, if you get us a tree, I'll make sure Santa brings you a new VCR. Please?"
Peter," Oh, crap. How come I...commercial! [Chopping tree]"
Meg," Hey, Mom, I got something to add to my Christmas list. A pair of those jeweled bug barrettes. Not costume, real. Maybe you should write that down?"
Lois, Santa got all his shopping done before the rush. I think you'll be very happy.
Chris," I just want peace on Earth. That's better than being selfish like Meg, right? So I should get more than her."
Peter, Here's the tree. Merry Christmas to all and to all shut the hell up.
Lois," Uh-uh-uh, before you sit down, we're due at Joe and Bonnie's for eggnog."
Peter," Lois, can't we tell them that your mother died?"
Lois," Peter, I'm not gonna lie about something like that."
Peter," All right, all right, I'll kill your mother. God, when did Christmas become so complicated?"
Peter," So, uh, you guys know that Rudolph is on, right?"
Lois, Peter!
Bonnie," Thank you for the lovely gingerbread house, Lois."
Joe," Oh, yeah! It's perfect for all the happy, active gingerbread men. Except for the one with no legs! Look at the parents telling their kids not to stare. ""How does his pee-pee work, Mommy?"" Well, I've got news for you, Becky. Not so well!"
Bonnie," Joe, you promised. It's Christmas. Joe had his accident at Christmas time."
Lois, [Nervous laughter]
Carolers," ""Check the balls on Uncle Charlie"""
Peter, Yes! Time to go a-wassailing!
Quagmire," Hey, Peter."
Cleveland, Hi. I'm Prancer.
Lois," Hey, why don't you take Joe along?"
Peter," Yeah, Lois. That'll be about as much fun as a lecture on ontological empiricism."
Lois, What?
Peter, What?
Lois," Honey, he could use some Christmas spirit. For me? Please?"
Peter," All right. But you owe me later, under the mistletoe. Open mouth, no matter how drunk I am."
Lois," Peter, the gifts are hidden in the trunk. Don't forget to drop off the one for Toys for Toddlers."
Peter," All right, all right. Hey, somebody give me a beer."
Quagmire, Heads up.
Joe," Yeah, Peter, one of us has to be the designated driver. And I've already had four eggnogs. So I guess you're it."
Peter," That's a good one, Joe. Way to get into the spirit."
Joe," I'm a cop first and a buddy second. So don't think I wouldn't throw your drunk-driving ass in the slammer! All right, let's a-wassail!"
Lois," Stewie, honey, time for bed. You have a big day tomorrow, baby Jesus."
Stewie," Trust me, woman, if I could walk on water, I would stroll you out to the middle of a lake and hold your head under until the bubbles stopped!"
Lois," Someone's being naughty, not nice. You know, Santa's watching you."
Stewie," What the devil do you mean, ""watching""?"
Lois," Well, honey, Santa's making a list and checking it twice."
Meg, He sees you when you're sleeping.
Chris, And he knows when you're awake. I almost caught him last year. But he's magic!
Stewie," Constant surveillance of every child on Earth? Impossible! Unless...hidden cameras. Oh, very clever. Watching to see if I'm naughty, are you? Well, check this twice!"
 Cleveland, ? Rock the boat ?
Cleveland," ? Don't rock the boat, baby ?"
 Cleveland, ? Rock the boat ?
Cleveland, ? Don't tip the boat over ?
 Cleveland, ? Rock the boat ?
Cleveland," ? Don't rock the boat, baby ?"
 Cleveland, ? Rock the boat! ?
Joe, Rock on!
Quagmire," Hey, guys. Check me out! Whoa!"
Joe," [Grunting] [Screaming] Oh, no! I've broken my legs!"
Peter," That's about as funny as Sinbad. Not the comedian, he's hilarious-the sailor. But then again, he was never meant to be funny. Now come on. I gotta go to freakin' Toys for Toddlers."
Cleveland, Sounds like somebody's got a humbug up his butt.
Quagmire," Maybe we should set him up with another lemon snow cone, eh?"
Peter," No, thanks. The last one you gave me didn't taste like lemon at all! It tasted like...oh, you guys are asses!"
Santa, I knew you were awake.
Stewie, You!
Santa," Now, Stewie, you are in my power."
Stewie," No, damn you! Damn you, let me go!"
Santa," Good, Melvin. Nice work, Woodrow. Excellent, Stewie."
Stewie," Aah! It was just a dream. I needn't fear this Santa. If he were truly omnipotent, he'd have the testicular fortitude to show himself! See? I'm just barking at the dark. No one here but me. [nervously humming] All right, where is it? Where's the wire? Show yourself, Claus!"
Lois," Stewie, go to sleep!"
Stewie," This doesn't involve you, Lois!"
Lois, I don't want to have to come in there.
Stewie, I don't want to have to come in there!
Meg, Sh. Dad's awake.
Peter, Don't bother whispering. I don't have a hangover.
Brian, It's a Christmas miracle!
Peter, Shouldn't you have your sweater on?
Brian, [Groaning]
Lois, [kiss] That's for letting Joe join in your reindeer games. Now you go relax while I make my little Christmas angel a big stack of pancakes.
Peter," If I'm sleeping, just stuff 'em in my mouth and rub my throat."
Lois, Just one more thing.
Peter, Lois!
Lois, I need you to take the presents out of the trunk.
Brian, Aren't you gonna do it?
Peter, It's already done. I dropped them all off at Toys for Toddlers last night.
Brian," All? Peter, only one gift was for charity. The rest were for the family."
Peter," No. The rest were ""from"" the family. Weren't they? Oh, crap. Since when did they change the meaning of ""for"" to ""from""?"
Brian, I think they had a meeting about it last night.
Peter, Why wasn't I told?
Brian," They sent you a card. But it said ""For Peter"" on it. So you must've thought it was ""from"" you, so you didn't...you know, it's just easier to call you stupid."
Brian, You're really gonna take back donated gifts on Christmas Eve?
Peter," Yep. Now here's the plan. You'll enter through the air conditioning duct here. Now, there'll be an invisible laser grid three inches above the floor. So you'll have to compress your body to the size of a household sponge and slide underneath like some kind of weird amphibious dolphin."
Brian, Can I buy some pot from you?
Hick mother, What 'choo want?
Hicks, [Hollering]
Peter, So you understand all these gifts were supposed to be for my family. It was just some crazy mix-up.
Hick Mother, Kill 'em.
Hick Father, [Pumps shotgun]
Peter," No, no, no. It's true. You see, that remote control cow was for my son. And those barrettes were for my daughter. And, uh.... Hey, where's my VCR?"
Buck," It's my sex box! And her name is ""Sony."""
Lois, You gave away all the presents?
Peter," Lois, if you strike me down, I shall become more powerful than you can possibly imagine."
Lois," Peter, you brought glad tidings to a family less fortunate than your own."
Peter, You mean you're not mad?
Lois," Well, I am little irritated that I have to do all the shopping again. But at least some good came out of it."
Peter," So I can drink beer and watch TV? 'cause, you know, KISS Saves Santa's on."
Ace Frehley," But, Mrs. Claus, who would kidnap Santa?"
 Claus," Well, Ace, that's what I want you boys to find out."
Gene Simmons, Someone stole Santa? That does not rock!
Paul Stanley," Easy, Gene. Guys, let's go save Christmas. To the KISS Copter!"
KISS, [Cheering]
Lois, You can watch all the TV you want-[kiss]-just as soon as we get back from the mall.
Peter, The mall? On Christmas Eve?
Lois," Peter, I just want this family to have a perfect Christmas. And I need a little help, okay? Brian, my turkey's in the oven. Can you turn it off at 3:00?"
Brian, No problem.
Lois," We'll shop, come home, eat, and then it's off to the pageant to see our little Stewie play baby Jesus."
Stewie," Oh, yes, yes. By all means, turn me into a child star. Perhaps I can move to Cal-i-for-ni-a and wrangle me a three-way with the Olsen twins."
Lois, There's a spot!
Peter," Ah, screw this."
Lois," Okay, Peter. We'll each take half the list to save time. Kids, why don't you take Stewie to see Santa?"
Stewie, Santa?
Stewie," No, it's not possible! Sitting alone in this public setting? No bullet-proof glass? Claus, you make it too easy. Change me! I've leaked through my ski pants and I won't face him wet!"
Announcer, We now return to Bob Hope's Christmas with the Troops.
Bob Hope," It's good to see you Union boys. I would've been here sooner, but Lincoln gave me the wrong ""Gettysburg Address."" How about this having to sit still for 60 seconds to have your picture taken? How 'bout that?"
Peter, Sweet! It's KISS Saves Santa.
Ace Frehley," Hang on, Santa. We're coming."
Santa," Hurry, boys. The eggs are hatching!"
Peter Kriss, What do we do?
Paul Stanley, Wait a second. Everyone knows pterodactyls can't stand the screech of a guitar!
Gene Simmons, It's working!
